Source,Target
57860,24737
57860,14704
57860,14131
57860,14743
57860,14705
57860,16497
57860,5797
57860,83877
57860,107861
53775,1405
53775,112288
213529,82356
213529,58884
213529,11093
213529,5814
213529,23879
213529,8590
213529,11073
55852,24660
55852,158247
55852,104682
207412,8573
207412,128468
82489,8837
82489,12991
82489,7011
82489,8770
82489,30271
82489,11565
82489,20286
82489,67347
68167,12580
68167,12616
68167,10700
68167,31196
68167,14131
145992,11073
145992,11093
145992,5748
145992,6748
145992,4663
145992,11258
262733,1405
39502,18128
39502,40302
39502,14704
45661,1405
80481,67347
80481,13466
80481,14044
80481,4882
80481,277695
307813,1405
113269,228130
113269,63819
113269,8573
113269,20286
113269,268668
117375,185954
117375,136906
117375,21912
117375,14044
117375,69061
117375,11093
117375,9158
117375,7998
117375,16118
117375,12780
117375,18231
117375,11864
117375,14736
117375,18205
117375,20026
117375,5024
117375,14705
117375,14047
117375,11344
117375,14693
203393,14705
203393,18231
203393,9255
96899,48966
96899,14705
96899,20286
96899,5715
96899,8573
96899,12743
96899,63819
96899,24875
96899,14152
96899,5659
96899,11506
96899,69236
96899,13466
96899,15992
41607,14704
41607,24737
41607,136939
41607,15992
27272,11258
27272,8837
27272,68505
27272,39159
27272,8590
27272,9255
27272,18128
27272,52013
27272,10712
27272,11344
27272,13128
27272,10700
8848,12580
8848,7011
8848,7742
8848,12616
8848,8590
8848,12640
8848,209
8848,12657
8848,12743
8848,12765
8848,12780
8848,12789
31384,12078
31384,52580
31384,9431
31384,7807
31384,7742
33433,7839
33433,7998
33433,209
33433,13282
33433,25315
33433,119485
33433,14152
72354,1405
49840,1405
64180,1405
25273,25230
25273,78192
25273,136959
25273,10703
76507,12616
76507,8837
76507,272240
76507,42812
76507,8921
76507,13466
76507,49443
76507,14639
76507,14743
76507,60404
76507,5812
76507,5659
76507,5814
76507,14705
64224,8573
64224,7807
64224,181
64224,24737
64224,79991
64224,24875
64224,20671
64224,8770
64224,13917
51938,136898
51938,69075
51938,14722
187137,22250
187137,13893
187137,25332
187137,254233
187137,191714
187137,318875
187137,159988
187137,29484
187137,450420
187137,5644
187137,396389
187137,450423
187137,450426
187137,162140
187137,450431
187137,25369
187137,450436
187137,30902
187137,5857
187137,450440
187137,30271
187137,95181
187137,450441
187137,58972
187137,136896
187137,450454
187137,134354
187137,450460
187137,5950
187137,173966
187137,11712
187137,68470
187137,66289
187137,75411
187137,59311
187137,12640
187137,9289
187137,80769
187137,450472
187137,8921
187137,85964
187137,450475
187137,42812
187137,53648
187137,312432
187137,193722
187137,391958
187137,450483
187137,450486
187137,15379
187137,20671
187137,79991
187137,7742
187137,86243
187137,130484
187137,450498
187137,450502
187137,95122
187137,450504
187137,146601
187137,225938
187137,44240
187137,50406
187137,24339
187137,4882
187137,405738
187137,127144
187137,450521
187137,450523
187137,450524
187137,49199
187137,168
187137,450528
187137,186967
187137,21905
187137,341512
187137,450535
187137,36960
187137,348220
187137,450539
187137,21912
187137,8843
187137,4663
187137,5110
187137,11553
187137,156073
187137,450543
187137,450546
187137,450551
154377,136923
154377,14239
154377,136959
8977,4978
8977,63796
8977,181
8977,28538
8977,63819
8977,49199
8977,63905
8977,11073
8977,12765
8977,50368
70419,1405
64290,136930
64290,260573
76585,168
76585,14044
76585,39063
76585,75441
76585,8837
76585,119425
256809,34313
256809,1405
11063,36123
11063,10485
11063,23879
11063,5715
11063,10712
11063,33987
11063,12640
11063,14249
11063,14239
11063,67179
11063,5748
11063,5644
240443,1405
78674,11864
78674,21912
78674,14975
78674,9255
78674,60404
78674,11553
78674,11563
78674,21001
78674,76585
78674,14705
78674,49443
78674,7998
78674,101517
78674,14044
78674,14722
78674,18231
78674,14743
78674,14704
78674,11344
78674,10703
78674,14047
78674,67179
78674,5797
170834,1405
207699,1405
207699,13762
228178,151304
228178,9431
62300,1405
863,5110
863,70419
863,1405
863,14743
7011,39063
7011,63454
7011,85621
7011,209
7011,85672
7011,8848
7011,23879
7011,11361
7011,14239
4978,8977
4978,9091
4978,9158
4978,9213
4978,5715
4978,9255
4978,9289
23419,18128
23419,12078
23419,16118
15232,34313
15232,13282
15232,14705
15232,24660
15232,8921
15232,14693
15232,14047
15232,11864
15232,18205
15232,15379
9091,24737
9091,4978
9091,8770
9091,7742
9091,24796
9091,79100
9091,8921
9091,79118
9091,18205
9091,20026
9091,14705
9091,14736
9091,11336
9091,11986
9091,9158
9091,24875
9091,20753
9091,181
62355,1405
41875,12616
41875,5644
41875,49181
41875,5812
41875,5814
41875,12765
41875,25369
13218,13282
13218,10485
13218,5715
13218,11258
13218,5659
13218,5857
13218,136883
52132,8590
52132,7273
52132,4978
52132,6748
52132,13466
2988,20026
2988,34162
2988,16118
2988,5024
2988,14736
2988,18231
2988,14743
2988,1405
23477,228127
23477,11258
23477,9431
23477,228130
23477,14975
23477,8851
23477,228131
23477,31782
23477,35822
23477,51342
23477,65512
23477,9671
23477,8770
23477,39063
23477,11471
23477,47962
23477,11093
23477,8837
23477,25622
23477,49450
23477,49452
23477,49451
23477,6781
23477,210978
23477,101517
23477,14196
23477,30679
23477,14239
23477,51376
23477,25293
23477,228134
23477,12789
23477,153748
23477,52843
23477,185894
23477,18228
23477,30817
23477,67179
23477,115439
23477,23958
23477,185954
23477,228135
23477,60404
23477,228136
23477,58884
23477,78328
23477,128264
23477,33987
23477,60397
23477,170072
23477,24737
23477,209
23477,68180
23477,83877
23477,5797
23477,78912
23477,11336
23477,84316
23477,36867
23477,85964
23477,181
23477,228138
23477,228139
23477,25391
23477,14249
23477,75406
23477,85476
23477,11986
23477,228140
23477,51409
23477,103190
23477,48966
23477,5628
23477,68505
23477,21001
23477,5110
23477,179690
23477,80558
23477,11563
23477,76667
23477,50312
23477,12657
23477,35924
23477,71020
23477,228144
23477,5748
23477,228145
23477,151304
23477,24660
23477,53313
23477,228146
23477,14704
23477,73193
23477,39966
23477,12991
23477,84155
23477,136959
23477,51327
23477,39159
23477,228148
23477,158247
23477,228149
23477,20286
23477,12780
23477,12640
23477,14143
23477,50368
23477,14688
23477,25230
23477,51611
23477,14639
23477,67242
23477,13128
23477,9158
23477,12765
23477,14743
23477,208047
23477,35256
23477,11506
23477,34160
23477,14131
23477,10485
23477,16118
23477,20753
23477,79118
23477,6599
23477,7998
23477,228152
23477,11073
23477,75534
23477,69075
23477,69061
23477,18231
23477,11565
23477,34162
23477,20026
23477,188102
23477,49443
23477,14722
23477,14736
23477,48830
23477,228156
23477,228157
23477,70090
23477,63819
23477,7273
23477,2945
23477,18230
23477,228160
23477,13466
23477,181010
23477,7667
23477,104109
23477,24126
23477,5024
23477,16497
23477,14044
23477,11864
23477,11344
23477,228162
23477,14047
23477,228163
23477,8614
23477,14182
23477,52013
23477,228164
23477,14482
23477,10269
23477,5715
23477,10703
23477,18205
23477,14842
23477,30267
23477,219196
23477,10712
23477,14705
23477,18222
23477,14693
23477,228168
23477,134335
23477,179656
23477,228169
23477,61781
23477,228170
23477,228171
23477,144923
23477,161000
23477,10700
23477,133035
23477,228173
23477,98476
23477,196138
23477,23879
23477,12743
23477,14152
23477,52580
23477,25315
23477,39114
23477,110139
23477,5812
23477,25243
23477,196136
23477,83864
23477,228178
23477,228179
23477,5814
23477,36448
23477,19883
23477,151891
23477,228182
23477,228184
23477,228185
23477,15706
23477,228186
23477,33971
23477,16619
23477,228187
23477,42812
23477,228188
23477,28987
23477,228189
23477,228190
23477,13917
23477,18399
23477,57592
23477,24875
23477,15992
23477,8921
23477,5659
80821,7273
80821,20040
80821,5715
80821,14239
80821,11553
80821,11563
80821,9255
80821,7667
80821,19429
82873,7807
82873,11565
82873,18228
82873,168
82873,5659
82873,11553
82873,5024
82873,5110
82873,11563
82873,12657
82873,20671
82873,8770
11193,8837
11193,8851
11193,11093
11193,33971
11193,33987
11193,14249
11193,13917
11193,9255
11193,14842
11193,209
11193,5110
11193,11563
11193,14704
11193,5797
11193,14705
11193,14131
11193,12991
11193,34160
11193,34162
11193,14722
64448,1405
64448,2945
13265,11506
13265,25369
13265,9431
13265,14249
13265,18128
19429,13917
19429,17512
19429,7807
19429,9255
19429,73193
52198,7807
52198,12657
52198,8614
52198,49181
136166,21912
136166,11506
136166,18128
136166,168
136166,5659
136166,18205
136166,14705
136166,11258
136166,12743
136166,13466
224234,164966
224234,1405
224234,15379
19444,1405
9213,13433
9213,13466
9213,4978
9213,13762
15364,23879
15364,14249
27660,11073
27660,12616
27660,5715
27660,23958
27660,61237
27660,50312
144399,12616
144399,8837
144399,13282
144399,21912
144399,14688
144399,10269
144399,5715
144399,20286
144399,2945
144399,49443
144399,16118
144399,20026
144399,14736
144399,75534
144399,18228
144399,14743
144399,52198
144399,8614
144399,9255
144399,209
240664,1405
222248,1405
46118,117375
46118,12616
302123,1405
347195,7667
347195,136933
347195,14688
70715,107861
70715,14239
70715,14044
70715,9431
40025,14704
40025,7998
40025,14705
40025,11864
40025,14044
40025,11073
40025,5814
40025,5812
40025,14047
40025,14693
40025,49181
40025,16118
40025,1405
40025,14736
40025,14722
40025,20026
40025,18231
40025,51611
23641,11336
23641,24796
23641,5812
23641,5814
23641,8590
23641,11986
23641,50312
23641,24737
23641,14249
23641,16497
23641,5797
23641,13433
23641,12657
23641,10485
23641,11258
23641,20671
87136,11864
87136,11344
87136,23958
87136,14249
87136,14047
87136,12616
87136,18222
87136,5644
87136,12640
27750,6619
27750,5797
27750,9255
27750,10269
27750,21912
164966,8573
164966,2636
164966,224234
164966,136947
164966,11506
17512,7807
17512,33971
17512,49452
17512,49451
17512,49450
17512,5628
17512,23958
17512,14152
17512,52843
17512,209
72824,1405
29826,12616
29826,49452
29826,49451
29826,49450
29826,14239
29826,14688
29826,8837
29826,5628
29826,128468
66694,77765
66694,8573
66694,75411
66694,20671
66694,5628
23699,12616
23699,79991
23699,12657
23699,5715
23699,5110
23699,14047
23699,9255
23699,14152
23699,11506
23699,14239
23699,18230
23699,13917
23699,228171
23699,27660
224408,1405
35994,12640
35994,52198
35994,11361
35994,228135
218269,1405
140463,30679
140463,181
140463,7011
140463,306446
140463,5812
140463,5814
140463,104682
140463,14131
19645,38190
19645,1405
277695,1405
277695,80481
17603,11093
17603,20026
17603,23879
17603,14705
17603,14639
17603,14736
17603,14688
17603,14249
17603,14704
17603,14044
17603,11864
17603,11336
17603,14047
17603,23958
17603,14693
17603,11344
17603,24025
17603,11986
17603,14239
17603,24072
17603,24096
17603,24126
216266,137015
23755,75441
23755,19883
23755,21912
23755,8837
23755,11565
23755,5659
23755,128264
23755,7667
23755,18230
23755,133035
23755,209
23755,18128
23755,144923
23755,12991
136401,16118
136401,5812
136401,5814
136401,8921
136401,14704
136401,209
136401,12765
136401,14705
136401,11986
136401,1405
136401,58884
314580,1405
11477,61222
11477,78192
11477,78328
11477,1405
11477,30902
64739,11974
64739,1405
1253,1405
21738,14705
21738,24737
21738,1405
201979,9431
201979,12616
201979,10485
201979,12991
201979,209
79100,70081
79100,12616
79100,7807
79100,34162
60675,12616
60675,11093
60675,49450
60675,49452
60675,11553
60675,49451
60675,14705
60675,5644
60675,119485
60675,11471
60675,11258
60675,34160
60675,12789
60675,181
60675,25622
60675,14704
60675,11864
60675,12780
60675,8921
60675,20026
60675,24737
3335,1405
306446,140463
306446,5659
306446,1405
23829,8837
23829,12991
23829,13917
23829,51327
23829,34160
23829,11565
23829,79991
23829,82356
23829,34162
23829,21912
23829,11506
23829,23879
23829,8590
23829,18228
23829,11258
23829,8770
23829,49443
23829,28987
23829,11093
23829,18128
23829,18230
23829,134335
15641,11361
15641,181
15641,11986
15641,12640
15641,13917
15641,14047
15641,119666
15641,14131
15641,13466
15641,12657
36123,11506
36123,8837
36123,5628
36123,47962
36123,11063
36123,209
36123,137108
36123,32512
267564,5659
267564,73991
267564,14705
267564,1405
267564,13762
38190,9431
38190,10485
38190,8590
38190,51376
38190,5857
38190,7807
38190,13917
38190,14239
38190,60675
54591,23879
54591,52580
54591,18399
54591,9158
54591,6781
54591,7807
54591,5644
54591,18228
54591,10485
54591,31196
54591,5628
103747,20753
103747,49443
103747,1405
103747,20026
103747,14736
3401,43074
3401,1405
142677,240443
142677,1405
111976,1405
11629,35256
11629,11361
11629,44240
11629,44248
40302,1405
11631,14044
11631,35256
11631,11361
11631,44240
11631,44248
11631,52843
40313,23879
40313,13917
40313,18228
40313,25230
40313,11563
40313,14722
40313,20753
40313,34162
40313,18205
36220,23879
36220,18399
36220,7273
36220,51376
36220,18128
36220,8851
36220,168
189824,238016
189824,82489
189824,68470
189824,59176
189824,137108
75141,8921
75141,11864
75141,136864
75141,11344
75141,14693
75141,14044
75141,14047
25999,9255
212376,1405
52639,149894
52639,136940
52639,137033
52639,11565
52639,12078
275875,1405
32174,128589
32174,67242
32174,128695
189871,1405
58816,23879
58816,19883
58816,13893
58816,11258
58816,7742
58816,168
58816,60675
58816,25369
58816,83832
60865,14239
60865,24737
60865,8837
60865,134115
60865,13282
60865,8614
13762,1405
95697,1405
128468,5644
128468,209
128468,20671
128468,14152
128468,29826
128468,83299
128468,10269
128468,9255
24025,14688
24025,9158
24025,8770
24025,12616
24025,36867
24025,14705
24025,14704
24025,8614
24025,84316
24025,14693
24025,18228
24025,14047
24025,14736
24025,11344
24025,5715
24025,24875
24025,29484
24025,18222
40418,14693
40418,1405
167402,21912
167402,18231
167402,1405
75253,87990
24072,115439
24072,1405
34313,256809
34313,1405
71176,209
71176,19883
71176,14044
71176,11864
71176,11344
71176,14047
71176,83299
71176,18228
71176,14693
71176,137096
71176,85672
71176,25230
71176,8590
71176,18399
71176,181
71176,11986
71176,11506
71176,79991
71176,10700
24096,17603
24096,30267
24096,8770
24096,8590
24096,104682
24096,20040
24096,13282
24096,11563
24096,5812
24096,5814
24096,14722
24096,14688
24096,12743
24096,20753
24096,20026
24096,5110
24096,16118
24096,14736
24096,75534
24096,5659
24096,18205
24096,14705
126510,181010
126510,82489
126510,10485
126510,119666
126510,30902
126510,209
126510,29484
126510,11506
126510,11563
126510,14152
126510,11093
126510,12616
126510,14688
126510,11258
126510,69075
11826,25230
11826,168
11826,8837
11826,7807
11826,14249
11826,14152
11826,18128
11826,181
11826,5659
11826,12991
91710,8837
91710,11506
91710,76518
20040,14152
20040,80769
20040,80783
20040,80821
20040,80831
169551,1405
75363,14639
75363,1405
69236,13282
69236,10485
69236,34476
69236,9431
69236,82356
69236,7742
69236,13893
69236,28538
85621,14249
85621,10269
85621,10485
85621,170072
85621,8770
85621,14044
85621,12657
85621,7011
85621,18128
85621,7807
65167,10485
65167,9289
65167,51327
65167,11361
65167,21912
65167,41607
65167,168
65167,85476
73363,68083
73363,14705
73363,1405
11929,19883
11929,8837
11929,1405
11929,5659
11929,11093
11929,12991
11929,20026
11929,16118
11929,5110
11929,20040
11929,11563
11929,18228
7839,8770
7839,33433
7839,35240
7839,35256
83628,1405
83628,240664
75441,14249
75441,23755
75441,6619
75441,6748
75441,18128
5831,1405
11974,13466
11974,5644
11974,8837
11974,8590
11974,18128
11974,11073
11974,20671
11974,48966
11974,29484
11974,12640
11974,11506
11974,64739
67273,8573
52964,12616
52964,16497
52964,5659
52964,24875
52964,11073
52964,5110
52964,85964
52964,14047
52964,14044
52964,14693
52964,11361
116453,25230
116453,9255
30443,63819
30443,11093
30443,25391
30443,22250
30443,5748
30443,60404
30443,85672
30443,14044
30443,69075
30443,9255
30443,14688
30443,86243
30443,12780
32512,49452
32512,136999
16132,18128
16132,21001
16132,11093
7949,47962
7949,23879
7949,5812
7949,5814
7949,21001
286478,1405
116508,1405
116508,16118
116508,18231
116508,14693
116508,14688
10015,20671
10015,8851
10015,5857
10015,19883
10015,4978
10015,51409
10015,51327
10015,50312
10015,11565
10015,6599
10015,20753
10015,84787
79655,1405
61222,14249
61222,7011
61222,11477
61222,8590
61222,83832
61222,134988
61222,136933
61222,11073
12078,71020
12078,2945
12078,71176
12078,9431
12078,18128
18228,70715
18228,30443
18230,23477
18230,23641
18230,23699
18230,23755
18230,23829
42812,136822
42812,7807
42812,136826
42812,136828
42812,136833
42812,85853
42812,136834
42812,9255
42812,60384
42812,136839
42812,136840
42812,136842
42812,11301
42812,136847
42812,136848
42812,136849
42812,136851
42812,18128
42812,136854
42812,136855
42812,136857
42812,136859
42812,136860
42812,136861
42812,136862
42812,134988
42812,136864
42812,136865
42812,87990
42812,136869
42812,136870
42812,136873
42812,136874
42812,136875
42812,136876
42812,136878
42812,11361
42812,136880
42812,63796
42812,136883
42812,35240
42812,136884
42812,136885
42812,89983
42812,136888
42812,136889
42812,136890
42812,59176
42812,50661
42812,84787
42812,136895
42812,84525
42812,136896
42812,136897
42812,107861
42812,136898
42812,136902
42812,73991
42812,136906
42812,136909
42812,119425
42812,13433
42812,136910
42812,136912
42812,136916
42812,136918
42812,136919
42812,17570
42812,119485
42812,136921
42812,60429
42812,136923
42812,136926
42812,136927
42812,50560
42812,136930
42812,136931
42812,136933
42812,136934
42812,136935
42812,66240
42812,8573
42812,136939
42812,136940
42812,136941
42812,136942
42812,83299
42812,102566
42812,83323
42812,83832
42812,136944
42812,136945
42812,136946
42812,136947
42812,8590
42812,1405
42812,136950
42812,136951
42812,44248
42812,136954
42812,136955
42812,136958
42812,136959
42812,136962
42812,136963
42812,136966
42812,136968
42812,67347
42812,136969
42812,136970
42812,2636
42812,68504
42812,128695
42812,80831
42812,136975
42812,136976
42812,136977
42812,136982
42812,136988
42812,28208
42812,136990
42812,19392
42812,136997
42812,6748
42812,136998
42812,136999
42812,24796
42812,137001
42812,137006
42812,137007
42812,102346
42812,137009
42812,9289
42812,137015
42812,137016
42812,137017
42812,137018
42812,123523
42812,137019
42812,137022
42812,136807
42812,137025
42812,137030
42812,104682
42812,31196
42812,137033
42812,137034
42812,134115
42812,136530
42812,137039
42812,137040
42812,13282
42812,137044
42812,137045
42812,137049
42812,137050
42812,137051
42812,137052
42812,137054
42812,137056
42812,78192
42812,137066
42812,85672
42812,137067
42812,137069
42812,137070
42812,119666
42812,137072
42812,49181
42812,76518
42812,137079
42812,137080
42812,112288
42812,55256
42812,137083
42812,82809
42812,80783
42812,137085
42812,137086
42812,12066
42812,137092
42812,137094
42812,137095
42812,61237
42812,137096
42812,134369
42812,12616
42812,137100
42812,128589
42812,95122
42812,137101
42812,137103
42812,137105
42812,137106
42812,137107
42812,137108
42812,68083
42812,33548
42812,137110
42812,34476
42812,137113
42812,16311
42812,137117
42812,23879
42812,137119
42812,137120
38719,1405
38719,76507
286529,185954
286529,260573
286529,14693
286529,1405
286529,136926
53061,8921
53061,5659
53061,14044
53061,14693
53061,14047
53061,14705
53061,14704
53061,14736
53061,8573
53061,5715
53061,8590
53061,10269
53061,13282
53061,12657
53061,11073
53061,11563
53061,49443
71493,1405
71493,14047
65354,1405
257870,8837
257870,59311
257870,13282
257870,11565
257870,11864
137051,323804
137051,323805
137051,323806
137051,323807
137051,323808
137051,323809
137051,323810
137051,323812
137051,323814
137051,323815
137051,323817
137051,323818
137051,323819
137051,323820
137051,323821
137051,323823
137051,323825
137051,323828
137051,323829
137051,323830
137051,323831
137051,323832
137051,323834
137051,323836
137051,323837
137051,323839
137051,323840
137051,323841
137051,323842
137051,323844
137051,323847
137051,323848
137051,323855
137051,323856
137051,323857
137051,323858
137051,323859
137051,323861
137051,323862
137051,323864
137051,323865
137051,323866
137051,323867
137051,323869
137051,323870
137051,323872
137051,323873
137051,323875
137051,323876
137051,323881
137051,323882
137051,323886
137051,323888
137051,323893
137051,323894
137051,323896
137051,323898
137051,323899
137051,323901
137051,323902
137051,323904
137051,323907
137051,323909
137051,323913
137051,323915
137051,323917
137051,323920
137051,323921
137051,323924
137051,323926
137051,323927
137051,323929
137051,323931
137051,323935
137051,323939
137051,323942
137051,323943
137051,323948
137051,323951
137051,323953
137051,323954
137051,323955
137051,323958
137051,323959
137051,323963
137051,323964
137051,323966
137051,323968
137051,323969
137051,323971
137051,323972
137051,323981
137051,323982
137051,323985
137051,323986
137051,272240
137051,42812
137051,323989
137051,323993
137051,323994
137051,323998
137051,323999
137051,324004
137051,324005
137051,324006
137051,324007
137051,324008
137051,324009
137051,324012
137051,8921
137051,324015
137051,324018
137051,324019
137051,324022
137051,324023
137051,324024
137051,324025
137051,154828
137051,324031
137051,324032
137051,324035
137051,324037
137051,324038
137051,324039
137051,324040
137051,324041
137051,324043
137051,324044
137051,324046
137051,324049
137051,324050
137051,324052
137051,324056
137051,324057
137051,324059
137051,324060
137051,324061
137051,324062
137051,324063
137051,324065
137051,324068
137051,324070
137051,324071
137051,324072
137051,324073
137051,324074
137051,324076
137051,324079
137051,324080
137051,324081
137051,324089
137051,324091
137051,324092
137051,324093
137051,324096
137051,324097
137051,324100
137051,324103
137051,324104
137051,324105
137051,324110
137051,324111
137051,324112
137051,324114
137051,324117
137051,324118
137051,324119
137051,324120
137051,324121
137051,324122
137051,324123
137051,324125
137051,324126
137051,324128
137051,324129
137051,324130
137051,324132
137051,324135
137051,324137
137051,324140
137051,324143
137051,324145
137051,324146
137051,324149
137051,324150
137051,324151
137051,324152
137051,324154
137051,324155
137051,324161
137051,324162
137051,324163
137051,324164
137051,324166
137051,324168
137051,324169
137051,324170
137051,324173
137051,324174
137051,324177
137051,324178
137051,324181
137051,324184
137051,324185
137051,324187
137051,324189
137051,324190
137051,324196
137051,324197
137051,324198
137051,324199
137051,324201
137051,324202
137051,324203
137051,324206
137051,324209
137051,324214
137051,324216
137051,324217
137051,324221
137051,324222
137051,324225
137051,324227
137051,324228
137051,324229
137051,324230
137051,324231
137051,324233
137051,324236
137051,324237
137051,324238
137051,324241
137051,324242
137051,324244
137051,324248
137051,324250
137051,324251
137051,324252
233306,1405
49004,9255
49004,7807
49004,14152
49004,20671
49004,51376
49004,50312
49004,134988
251760,1405
28538,228189
28538,136939
28538,71020
28538,24796
83835,65167
83835,1405
53150,2945
53150,11506
53150,7998
53150,49181
53150,11553
53150,15379
53150,5659
53150,13282
53150,9431
53150,14249
110503,11258
110503,8770
110503,8837
110503,8590
110503,181
110503,8573
110503,51327
110503,7667
110503,18128
110503,133035
110503,23879
110503,10485
286643,34162
286643,49443
286643,16118
286643,14705
286643,14722
286643,20026
286643,1405
59321,324009
59321,21912
59321,8614
59321,213529
59321,52639
59321,272240
59321,42812
59321,8921
59321,18205
131002,43074
131002,1405
55229,5797
55229,14047
55229,12765
55229,1405
229314,13466
229314,31196
229314,14688
229314,12780
229314,13128
229314,7998
229314,21912
229314,13282
77765,76667
77765,13128
77765,209
77765,9255
77765,11093
77765,14639
77765,6781
77765,5715
77765,6619
77765,18228
77765,12765
77765,5024
77765,14047
77765,14736
77765,16118
77765,66694
77765,85964
77765,14693
317382,1405
8140,66240
8140,66289
34767,1405
190424,1405
63454,110503
63454,14743
63454,25369
63454,12991
63454,13128
63454,101517
63454,23879
63454,8614
63454,8573
63454,25391
188383,1405
172002,13282
172002,159988
172002,12078
172002,13466
178147,1405
227303,6599
227303,20753
227303,137108
