,Source,Destination,Class,Page_Rank_Src,Page_Rank_Dst,Shortest_Path,Followers_Src,Followees_Src,Followers_Dst,Followees_Dst,Int_Followers,Int_Followees,Mutual_Follow,Adar_Index
0,Source,Target,1,0.000347454453551841,0.0004951363762487981,-1,0,0,0,0,0,0,0,0.0
1,14383,71255,1,0.0016626085078132473,0.0009137630733864399,2,4,203,2,0,0,0,0,0.0
2,14383,71256,1,0.0016626085078132473,0.001093930636274596,3,4,203,2,0,0,0,0,0.0
3,14383,55467,1,0.0016626085078132473,0.001871975501592859,4,4,203,2,1,0,0,0,0.0
4,14383,71259,1,0.0016626085078132473,0.00040383059934702144,2,4,203,2,0,0,0,0,0.0
5,14383,71263,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
6,14383,71264,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
7,14383,71267,1,0.0016626085078132473,0.0006450720664310803,3,4,203,3,0,0,0,0,0.0
8,14383,71269,1,0.0016626085078132473,0.0018036312880769362,2,4,203,1,0,0,0,0,0.0
9,14383,71270,1,0.0016626085078132473,0.0015811572622173398,2,4,203,2,3,1,2,0,5.4178313691767475
10,14383,71271,1,0.0016626085078132473,0.0008589692828923226,3,4,203,1,1,0,1,0,1.430676558073393
11,14383,71273,1,0.0016626085078132473,0.0005016434823279334,3,4,203,1,0,0,0,0,0.0
12,14383,71275,1,0.0016626085078132473,0.0018082688323516089,3,4,203,1,0,0,0,0,0.0
13,14383,71276,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
14,14383,71279,1,0.0016626085078132473,0.00045270564727149527,2,4,203,1,0,0,0,0,0.0
15,14383,71280,1,0.0016626085078132473,0.0009321593657119816,3,4,203,1,0,0,0,0,0.0
16,14383,71281,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
17,14383,71284,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
18,14383,71287,1,0.0016626085078132473,0.0008926488734235215,4,4,203,1,0,0,0,0,0.0
19,14383,71288,1,0.0016626085078132473,0.0004898226014450867,2,4,203,1,0,0,0,0,0.0
20,14383,71290,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
21,14383,71291,1,0.0016626085078132473,0.0012105176662517308,4,4,203,1,2,0,1,0,3.321928094887362
22,14383,71292,1,0.0016626085078132473,0.001461380975819284,2,4,203,2,0,0,0,0,0.0
23,14383,71293,1,0.0016626085078132473,0.0017419893280933728,3,4,203,1,0,0,0,0,0.0
24,14383,71295,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
25,14383,71297,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
26,14383,71299,1,0.0016626085078132473,0.0005659682062901114,2,4,203,1,0,0,0,0,0.0
27,14383,71302,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
28,14383,71303,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
29,14383,71304,1,0.0016626085078132473,0.0007036935718148602,2,4,203,2,0,0,0,0,0.0
30,14383,71307,1,0.0016626085078132473,0.0008705909407491523,3,4,203,2,0,0,0,0,0.0
31,14383,71308,1,0.0016626085078132473,0.0004992834639391471,4,4,203,2,0,0,0,0,0.0
32,14383,71310,1,0.0016626085078132473,0.0008594420128497822,3,4,203,1,0,0,0,0,0.0
33,14383,71311,1,0.0016626085078132473,0.000352751323115549,-1,4,203,0,0,0,0,0,0.0
34,14383,71312,1,0.0016626085078132473,0.0005206170710339345,2,4,203,3,0,1,0,0,0.0
35,14383,71313,1,0.0016626085078132473,0.0005297286233095981,3,4,203,2,0,0,0,0,0.0
