,Source,Destination,Class,Page_Rank_Src,Page_Rank_Dst,Shortest_Path,Followers_Src,Followees_Src,Followers_Dst,Followees_Dst,Int_Followers,Int_Followees
855,63073,108822,1,0.0005166157439799391,0.00030010177115645157,-1,4,120,0,0,0,0
856,63073,108824,1,0.0005166157439799391,0.000865762930973134,2,4,120,1,1,0,0
857,63073,108825,1,0.0005166157439799391,0.0003954372098608472,2,4,120,5,0,1,0
858,63073,108826,1,0.0005166157439799391,0.0004909815649277623,3,4,120,1,1,0,0
859,63073,62963,1,0.0005166157439799391,0.0019252820787409909,2,4,120,5,0,3,0
860,63073,62934,1,0.0005166157439799391,0.0009502787346222352,2,4,120,6,0,3,0
861,63073,108827,1,0.0005166157439799391,0.001033387648946539,2,4,120,4,3,1,1
862,63073,63082,1,0.0005166157439799391,0.00047788952827944276,5,4,120,3,3,1,1
863,63073,108828,1,0.0005166157439799391,0.0003948568327507904,2,4,120,2,1,1,0
864,63073,90844,1,0.0005166157439799391,0.000345146935185141,2,4,120,4,0,1,0
865,63073,63171,1,0.0005166157439799391,0.0021482870213059826,2,4,120,4,0,2,0
866,63073,63035,1,0.0005166157439799391,0.0014118286191441272,2,4,120,7,0,2,0
867,63073,99074,1,0.0005166157439799391,0.0017594119440487812,3,4,120,4,1,0,0
868,63073,108831,1,0.0005166157439799391,0.0020886701081419203,4,4,120,3,0,0,0
869,63073,108832,1,0.0005166157439799391,0.0013009479320584508,3,4,120,1,0,0,0
870,63073,90850,1,0.0005166157439799391,0.0003471314956536418,2,4,120,5,0,2,0
871,63073,63264,1,0.0005166157439799391,0.0006707507673751935,2,4,120,6,2,3,0
872,63073,108833,1,0.0005166157439799391,0.00038536522539987675,3,4,120,1,0,0,0
873,63073,62940,1,0.0005166157439799391,0.00033126720125123134,2,4,120,4,1,2,0
874,63073,62958,1,0.0005166157439799391,0.0003167439197607868,2,4,120,5,1,2,0
875,63073,108837,1,0.0005166157439799391,0.0003949939953965814,4,4,120,1,1,0,0
876,63073,63078,1,0.0005166157439799391,0.00031443659950231907,2,4,120,4,0,2,0
877,63073,108839,1,0.0005166157439799391,0.0004894792245397501,2,4,120,4,0,1,0
878,63073,19240,1,0.0005166157439799391,0.0010665671266501516,2,4,120,7,0,2,0
879,63073,62991,1,0.0005166157439799391,0.000987257400869229,2,4,120,6,0,3,0
880,63073,108840,1,0.0005166157439799391,0.0003873497858683776,2,4,120,2,0,1,0
881,63073,63059,1,0.0005166157439799391,0.0007262647499467997,4,4,120,3,0,1,0
882,63073,108842,1,0.0005166157439799391,0.0003841495651591839,-1,4,120,0,0,0,0
883,63073,108844,1,0.0005166157439799391,0.0031020095498117566,3,4,120,2,0,0,0
884,63073,63139,1,0.0005166157439799391,0.0008989639654218887,3,4,120,5,1,1,0
885,63073,108845,1,0.0005166157439799391,0.0004918603453840223,2,4,120,2,0,1,0
886,63073,62936,1,0.0005166157439799391,0.0013324945249205407,2,4,120,4,1,2,0
887,63073,63090,1,0.0005166157439799391,0.00034284451042371504,3,4,120,4,0,1,0
888,63073,108846,1,0.0005166157439799391,0.0007015444782860543,4,4,120,2,0,0,0
889,63073,108848,1,0.0005166157439799391,0.0007064535265543098,3,4,120,1,0,0,0
890,63073,108850,1,0.0005166157439799391,0.0008967406998499048,4,4,120,1,0,0,0
891,63073,108852,1,0.0005166157439799391,0.0012625584208790436,3,4,120,3,0,0,0
892,63073,99017,1,0.0005166157439799391,0.0010037147924062718,3,4,120,2,0,0,0
893,63073,34750,1,0.0005166157439799391,0.0005127423248772259,4,4,120,4,0,1,0
894,63073,108854,1,0.0005166157439799391,0.0014797173576650477,2,4,120,2,0,0,0
895,63073,108855,1,0.0005166157439799391,0.001980904088140839,2,4,120,3,0,1,0
896,63073,62947,1,0.0005166157439799391,0.0005181080019033364,2,4,120,3,0,2,0
897,63073,90856,1,0.0005166157439799391,0.0011225580199177622,2,4,120,4,0,2,0
898,63073,108857,1,0.0005166157439799391,0.00030010177115645157,-1,4,120,0,0,0,0
899,63073,108858,1,0.0005166157439799391,0.0010894918723737949,2,4,120,3,0,0,0
900,63073,62954,1,0.0005166157439799391,0.0006533372429558216,3,4,120,3,1,1,1
901,63073,99072,1,0.0005166157439799391,0.004013935609096346,2,4,120,2,0,0,0
902,63073,108859,1,0.0005166157439799391,0.0015895155669759721,3,4,120,2,0,0,0
903,63073,99051,1,0.0005166157439799391,0.00033627434628035033,3,4,120,3,0,0,0
904,63073,99021,1,0.0005166157439799391,0.00046947511933169406,3,4,120,3,0,0,0
905,63073,99076,1,0.0005166157439799391,0.003198083178572359,3,4,120,2,0,0,0
906,63073,108861,1,0.0005166157439799391,0.00030010177115645157,-1,4,120,0,0,0,0
907,63073,108862,1,0.0005166157439799391,0.00043964281849944017,3,4,120,1,0,0,0
908,63073,98856,1,0.0005166157439799391,0.001081246581907677,3,4,120,3,2,0,0
909,63073,108864,1,0.0005166157439799391,0.0012253810857663712,3,4,120,2,0,0,0
910,63073,99080,1,0.0005166157439799391,0.0010205462572961475,3,4,120,3,0,0,0
911,63073,108867,1,0.0005166157439799391,0.00046589137825988,3,4,120,1,1,0,0
912,63073,99036,1,0.0005166157439799391,0.0019281011945697917,3,4,120,4,0,0,0
913,63073,19231,1,0.0005166157439799391,0.0007806749818719723,2,4,120,6,0,1,0
914,63073,108872,1,0.0005166157439799391,0.000501174969346522,4,4,120,3,0,0,0
915,63073,52197,1,0.0005166157439799391,0.0004804173528252076,4,4,120,2,1,0,1
916,63073,99049,1,0.0005166157439799391,0.00033627434628035033,3,4,120,3,0,0,0
917,63073,98863,1,0.0005166157439799391,0.0009127401105586371,2,4,120,4,2,0,0
918,63073,108875,1,0.0005166157439799391,0.001480908290258137,2,4,120,2,1,0,1
919,63073,34405,1,0.0005166157439799391,0.00554084168976875,2,4,120,12,0,0,0
920,241295,14988,1,0.0004176520172164137,0.002167044986015097,5,0,2,5,0,0,0
921,241295,2650,1,0.0004176520172164137,0.012369811455396547,8,0,2,31,1,0,0
922,63127,90833,1,0.0005322793477020229,0.00030779578621912813,2,3,51,2,2,0,0
923,63127,63073,1,0.0005322793477020229,0.0005166157439799391,4,3,51,4,120,1,13
924,63127,90837,1,0.0005322793477020229,0.0008266661672807606,2,3,51,2,0,0,0
925,63127,63182,1,0.0005322793477020229,0.0012159417018076963,2,3,51,5,0,1,0
926,63127,63119,1,0.0005322793477020229,0.000592073442432745,2,3,51,4,0,2,0
927,63127,90841,1,0.0005322793477020229,0.0003358809373505573,4,3,51,2,0,0,0
928,63127,63080,1,0.0005322793477020229,0.00031404319057252604,3,3,51,3,0,1,0
929,63127,90844,1,0.0005322793477020229,0.000345146935185141,2,3,51,4,0,1,0
930,63127,63114,1,0.0005322793477020229,0.0012082408009599604,2,3,51,5,1,1,0
931,63127,62909,1,0.0005322793477020229,0.0003221306145649956,2,3,51,5,5,1,0
932,63127,63070,1,0.0005322793477020229,0.0005298561383271139,2,3,51,5,0,1,0
933,63127,62934,1,0.0005322793477020229,0.0009502787346222352,2,3,51,6,0,2,0
934,63127,62959,1,0.0005322793477020229,0.0007415443435005043,3,3,51,4,1,1,0
935,63127,63110,1,0.0005322793477020229,0.00034443566196242284,3,3,51,4,1,1,0
936,63127,90849,1,0.0005322793477020229,0.0003358809373505573,4,3,51,2,0,0,0
937,63127,90850,1,0.0005322793477020229,0.0003471314956536418,2,3,51,5,0,1,0
938,63127,90853,1,0.0005322793477020229,0.0005909219497653904,2,3,51,6,0,1,0
939,63127,90854,1,0.0005322793477020229,0.0015601882561074283,3,3,51,3,0,0,0
940,63127,90855,1,0.0005322793477020229,0.0009754481095718976,2,3,51,4,3,1,0
941,63127,62991,1,0.0005322793477020229,0.000987257400869229,2,3,51,6,0,2,0
942,63127,90856,1,0.0005322793477020229,0.0011225580199177622,2,3,51,4,0,1,0
943,63127,90858,1,0.0005322793477020229,0.0003074730264291612,3,3,51,2,0,0,0
944,63127,63121,1,0.0005322793477020229,0.002249515528912954,2,3,51,6,1,1,0
945,63127,90859,1,0.0005322793477020229,0.0011559369987735374,2,3,51,2,0,0,0
946,63127,90860,1,0.0005322793477020229,0.0004471692433550974,3,3,51,3,0,1,0
947,63127,90861,1,0.0005322793477020229,0.001643852875937649,3,3,51,3,0,0,0
948,63127,90862,1,0.0005322793477020229,0.0003112685696946623,5,3,51,2,0,0,0
949,63127,63133,1,0.0005322793477020229,0.0011984271304182966,3,3,51,3,2,1,0
950,63127,90864,1,0.0005322793477020229,0.00031357588995313003,2,3,51,3,0,0,0
951,63127,62963,1,0.0005322793477020229,0.0019252820787409909,2,3,51,5,0,2,0
952,63127,63095,1,0.0005322793477020229,0.004975594409070798,2,3,51,5,0,2,0
953,63127,90878,1,0.0005322793477020229,0.001257207657525422,3,3,51,5,0,0,0
954,63127,90882,1,0.0005322793477020229,0.0013317489967249448,2,3,51,4,0,0,0
955,63127,90883,1,0.0005322793477020229,0.0024978353730277956,3,3,51,4,0,0,0
956,63127,90884,1,0.0005322793477020229,0.0006020826252754,2,3,51,5,0,0,0
957,63127,63056,1,0.0005322793477020229,0.000482199806898402,2,3,51,3,0,1,0
958,63127,90885,1,0.0005322793477020229,0.0006006420294845678,2,3,51,5,1,0,0
959,63127,19231,1,0.0005322793477020229,0.0007806749818719723,2,3,51,6,0,1,0
960,63127,62940,1,0.0005322793477020229,0.00033126720125123134,2,3,51,4,1,2,0
961,63127,90887,1,0.0005322793477020229,0.0003112685696946623,5,3,51,2,0,0,0
962,63127,63054,1,0.0005322793477020229,0.0007977977938736019,3,3,51,7,263,1,17
963,63127,62945,1,0.0005322793477020229,0.0008958822355553499,3,3,51,4,0,1,0
964,63127,63230,1,0.0005322793477020229,0.0014694888369523893,3,3,51,3,0,1,0
965,63127,90889,1,0.0005322793477020229,0.0003401728180775259,2,3,51,4,0,0,0
966,63127,90891,1,0.0005322793477020229,0.00043372073414721883,3,3,51,3,0,0,0
967,63127,90892,1,0.0005322793477020229,0.000596323878311804,5,3,51,3,3,0,0
968,63127,62792,1,0.0005322793477020229,0.0008552567111230443,2,3,51,5,0,1,0
969,63127,90894,1,0.0005322793477020229,0.00030779578621912813,2,3,51,2,0,0,0
970,63127,63264,1,0.0005322793477020229,0.0006707507673751935,2,3,51,6,2,2,1
971,83628,8032,1,0.0009090070249054109,0.017016522644287786,12,0,1,39,0,0,0
972,20133,62776,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,2,0,0
973,20133,62777,1,0.0023641505254723247,0.0006036882446092834,4,2,277,3,0,0,0
974,20133,62778,1,0.0023641505254723247,0.0005882676202621714,2,2,277,2,1,0,0
975,20133,62780,1,0.0023641505254723247,0.0005905435218095633,2,2,277,1,0,0,0
976,20133,62782,1,0.0023641505254723247,0.00074896732393375,3,2,277,1,0,0,0
977,20133,62784,1,0.0023641505254723247,0.0010142934418724717,2,2,277,2,0,0,0
978,20133,62788,1,0.0023641505254723247,0.0004402780579908925,3,2,277,1,0,0,0
979,20133,62790,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,3,0,1
980,20133,62791,1,0.0023641505254723247,0.001296631598961561,3,2,277,2,1,0,1
981,20133,62792,1,0.0023641505254723247,0.0008552567111230443,2,2,277,5,0,0,0
982,20133,62793,1,0.0023641505254723247,0.0006859639629377353,2,2,277,1,0,0,0
983,20133,62796,1,0.0023641505254723247,0.0009039247803101233,2,2,277,2,0,0,0
984,20133,62797,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
985,20133,62798,1,0.0023641505254723247,0.0008851522643569263,2,2,277,3,0,1,0
986,20133,62799,1,0.0023641505254723247,0.0011176820927533218,2,2,277,1,1,0,0
987,20133,62800,1,0.0023641505254723247,0.0005961924095237627,3,2,277,1,0,0,0
988,20133,62801,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,1,0,0
989,20133,62804,1,0.0023641505254723247,0.0005797972706533601,3,2,277,2,0,0,0
990,20133,62807,1,0.0023641505254723247,0.0007776053362154986,2,2,277,1,0,0,0
991,20133,62810,1,0.0023641505254723247,0.0009682747304412217,3,2,277,1,0,0,0
992,20133,62812,1,0.0023641505254723247,0.0006150512662534826,3,2,277,2,0,0,0
993,20133,62813,1,0.0023641505254723247,0.0005935005060443439,3,2,277,2,0,0,0
994,20133,62814,1,0.0023641505254723247,0.001005247746645857,3,2,277,2,0,0,0
995,20133,62815,1,0.0023641505254723247,0.002100114748813482,2,2,277,2,0,1,0
996,20133,62823,1,0.0023641505254723247,0.00033182310635799123,2,2,277,2,0,1,0
997,20133,62825,1,0.0023641505254723247,0.0007902708927516012,3,2,277,3,0,0,0
998,20133,62827,1,0.0023641505254723247,0.0008798372489918261,2,2,277,1,0,0,0
999,20133,62828,1,0.0023641505254723247,0.0015191499243066707,2,2,277,3,0,0,0
1000,20133,62833,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,2,0,0
1001,20133,62834,1,0.0023641505254723247,0.0005578755203328199,2,2,277,3,3,1,1
1002,20133,62836,1,0.0023641505254723247,0.0019308225122561626,3,2,277,1,2,0,0
1003,20133,62839,1,0.0023641505254723247,0.0012417458705695186,3,2,277,4,0,0,0
1004,20133,62841,1,0.0023641505254723247,0.000427142401031147,3,2,277,2,0,0,0
1005,20133,62842,1,0.0023641505254723247,0.0008115588171915473,3,2,277,2,0,0,0
1006,20133,62844,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1007,20133,62846,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1008,20133,62847,1,0.0023641505254723247,0.0012658774367230155,2,2,277,1,1,0,1
1009,20133,62849,1,0.0023641505254723247,0.0019344774457951738,2,2,277,2,0,0,0
1010,20133,62852,1,0.0023641505254723247,0.0005399095806714688,3,2,277,1,0,0,0
1011,20133,62854,1,0.0023641505254723247,0.00043958013205225717,2,2,277,1,1,0,0
1012,20133,62856,1,0.0023641505254723247,0.001320664408855989,2,2,277,2,0,0,0
1013,20133,62857,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,2,0,1
1014,20133,62859,1,0.0023641505254723247,0.00033182310635799123,2,2,277,2,0,1,0
1015,20133,62863,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1016,20133,62864,1,0.0023641505254723247,0.0010143260167378811,2,2,277,2,3,0,1
1017,20133,62868,1,0.0023641505254723247,0.0009216433270389367,3,2,277,1,0,0,0
1018,20133,62869,1,0.0023641505254723247,0.0018936780747987622,2,2,277,2,1,0,1
1019,20133,62872,1,0.0023641505254723247,0.0018749039086001997,2,2,277,1,0,0,0
1020,20133,62873,1,0.0023641505254723247,0.0010599368345174899,2,2,277,2,0,0,0
1021,20133,62874,1,0.0023641505254723247,0.0008349235662450175,3,2,277,3,0,0,0
1022,20133,62880,1,0.0023641505254723247,0.00043205283441363995,2,2,277,1,0,0,0
1023,20133,62882,1,0.0023641505254723247,0.0008488189452741841,2,2,277,2,0,0,0
1024,20133,62883,1,0.0023641505254723247,0.000368598161201341,3,2,277,1,1,0,0
1025,20133,62888,1,0.0023641505254723247,0.0008134003351756346,3,2,277,1,0,0,0
1026,20133,62890,1,0.0023641505254723247,0.0025078570562146185,2,2,277,1,0,0,0
1027,20133,62891,1,0.0023641505254723247,0.001126811696667945,2,2,277,2,1,0,0
1028,20133,62892,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,9,0,5
1029,20133,62894,1,0.0023641505254723247,0.000991307808659529,3,2,277,2,2,0,0
1030,20133,62896,1,0.0023641505254723247,0.002603166070811587,2,2,277,2,0,0,0
1031,20133,62899,1,0.0023641505254723247,0.0011533929111719032,2,2,277,1,0,0,0
1032,20133,62902,1,0.0023641505254723247,0.0003878876407296764,-1,2,277,0,2,0,0
1033,20133,62904,1,0.0023641505254723247,0.00059013001410195,2,2,277,3,4,0,1
1034,20133,62905,1,0.0023641505254723247,0.0004045896941928859,3,2,277,2,0,0,0
1035,20133,62907,1,0.0023641505254723247,0.00038952452342869755,3,2,277,1,0,0,0
1036,20133,62908,1,0.0023641505254723247,0.0005352062369657567,2,2,277,2,0,0,0
1037,20133,62909,1,0.0023641505254723247,0.0003221306145649956,2,2,277,5,5,0,1
1038,20133,62912,1,0.0023641505254723247,0.0010919220318638412,2,2,277,2,0,0,0
1039,20133,62913,1,0.0023641505254723247,0.0013572902876452175,3,2,277,1,0,0,0
1040,20133,62916,1,0.0023641505254723247,0.0011772550723868915,2,2,277,4,0,0,0
1041,20133,62917,1,0.0023641505254723247,0.0009250336799649238,3,2,277,1,0,0,0
1042,20133,62918,1,0.0023641505254723247,0.0007775793636219481,4,2,277,2,0,0,0
1043,20133,62920,1,0.0023641505254723247,0.0011430242240809269,2,2,277,3,0,0,0
1044,20133,62921,1,0.0023641505254723247,0.00038955946460046995,3,2,277,2,0,0,0
1045,20133,62922,1,0.0023641505254723247,0.0007775793636219481,4,2,277,1,2,0,0
1046,20133,62924,1,0.0023641505254723247,0.0013549292611706994,2,2,277,6,0,0,0
1047,20133,62925,1,0.0023641505254723247,0.0011968842362994378,2,2,277,3,0,0,0
1048,20133,62926,1,0.0023641505254723247,0.0003722015809654914,2,2,277,3,0,0,0
1049,20133,62928,1,0.0023641505254723247,0.001685220725756516,2,2,277,1,0,0,0
1050,20133,62929,1,0.0023641505254723247,0.000911963672198693,2,2,277,2,0,0,0
1051,20133,62931,1,0.0023641505254723247,0.0017009869899380346,3,2,277,1,0,0,0
1052,20133,62932,1,0.0023641505254723247,0.0009237506622033968,3,2,277,1,0,0,0
1053,20133,62934,1,0.0023641505254723247,0.0009502787346222352,2,2,277,6,0,0,0
1054,20133,62936,1,0.0023641505254723247,0.0013324945249205407,2,2,277,4,1,0,1
1055,20133,62937,1,0.0023641505254723247,0.0021403000020359542,3,2,277,2,0,0,0
1056,20133,62939,1,0.0023641505254723247,0.0007289932305608725,2,2,277,4,0,0,0
1057,20133,62940,1,0.0023641505254723247,0.00033126720125123134,2,2,277,4,1,0,0
1058,20133,62945,1,0.0023641505254723247,0.0008958822355553499,2,2,277,4,0,0,0
1059,20133,62946,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1060,20133,62947,1,0.0023641505254723247,0.0005181080019033364,2,2,277,3,0,0,0
1061,20133,62950,1,0.0023641505254723247,0.001128712296375415,2,2,277,3,0,0,0
1062,20133,62953,1,0.0023641505254723247,0.002222421333158102,2,2,277,2,0,0,0
1063,20133,62954,1,0.0023641505254723247,0.0006533372429558216,2,2,277,3,1,0,0
1064,20133,62956,1,0.0023641505254723247,0.0013229933383489577,3,2,277,2,0,0,0
1065,20133,62958,1,0.0023641505254723247,0.0003167439197607868,2,2,277,5,1,0,0
1066,20133,62959,1,0.0023641505254723247,0.0007415443435005043,2,2,277,4,1,0,0
1067,20133,62960,1,0.0023641505254723247,0.0019029333913983004,2,2,277,3,0,0,0
1068,20133,62962,1,0.0023641505254723247,0.0006977940799821752,2,2,277,3,0,0,0
1069,20133,62963,1,0.0023641505254723247,0.0019252820787409909,2,2,277,5,0,0,0
1070,20133,62964,1,0.0023641505254723247,0.0004754966669856501,2,2,277,3,0,0,0
1071,20133,62966,1,0.0023641505254723247,0.0018525024934709653,2,2,277,4,0,0,0
1072,20133,62967,1,0.0023641505254723247,0.0026429595104480283,2,2,277,1,0,0,0
1073,20133,62969,1,0.0023641505254723247,0.00031325802566020493,2,2,277,4,0,0,0
1074,20133,62970,1,0.0023641505254723247,0.00030896614493323635,2,2,277,2,0,0,0
1075,20133,62972,1,0.0023641505254723247,0.001322565716886689,2,2,277,3,0,0,0
1076,20133,62973,1,0.0023641505254723247,0.0004229535686168059,3,2,277,2,0,0,0
1077,20133,62974,1,0.0023641505254723247,0.0005618773320748896,3,2,277,2,2,0,1
1078,20133,62977,1,0.0023641505254723247,0.0005570149873463811,4,2,277,1,0,0,0
1079,20133,62978,1,0.0023641505254723247,0.0009184405435769542,3,2,277,2,0,0,0
1080,20133,62979,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1081,20133,62980,1,0.0023641505254723247,0.002257457253164875,2,2,277,1,3,0,3
1082,20133,62981,1,0.0023641505254723247,0.00040559487824480165,3,2,277,4,0,0,0
1083,20133,62984,1,0.0023641505254723247,0.0011869948066879172,2,2,277,4,0,0,0
1084,20133,62990,1,0.0023641505254723247,0.006000218904222919,3,2,277,3,157,0,20
1085,20133,62991,1,0.0023641505254723247,0.000987257400869229,2,2,277,6,0,0,0
1086,20133,62992,1,0.0023641505254723247,0.001563603605901955,2,2,277,1,0,0,0
1087,20133,62994,1,0.0023641505254723247,0.0005077894710848601,3,2,277,2,2,0,1
1088,20133,62995,1,0.0023641505254723247,0.0016668841756986843,3,2,277,2,0,0,0
1089,20133,62996,1,0.0023641505254723247,0.0009333864728607716,2,2,277,5,0,0,0
1090,20133,62998,1,0.0023641505254723247,0.0008882954230649861,2,2,277,2,1,0,0
1091,20133,62999,1,0.0023641505254723247,0.0004340373948821408,2,2,277,2,0,0,0
1092,20133,63002,1,0.0023641505254723247,0.002974925709429542,2,2,277,1,1,0,1
1093,20133,63003,1,0.0023641505254723247,0.0007250750965650903,2,2,277,3,0,0,0
1094,20133,63007,1,0.0023641505254723247,0.0006653387868584422,2,2,277,4,0,0,0
1095,20133,63008,1,0.0023641505254723247,0.000656620510326846,2,2,277,2,1,0,0
1096,20133,63010,1,0.0023641505254723247,0.00030517060166773534,3,2,277,2,0,0,0
1097,20133,63011,1,0.0023641505254723247,0.00030865649576831717,2,2,277,3,0,0,0
1098,20133,63012,1,0.0023641505254723247,0.006093828382513898,3,2,277,1,0,0,0
1099,20133,63015,1,0.0023641505254723247,0.0007272581881895518,2,2,277,4,0,0,0
1100,20133,63016,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,1,0,0
1101,20133,63017,1,0.0023641505254723247,0.0011901044858096742,2,2,277,3,0,0,0
1102,20133,63020,1,0.0023641505254723247,0.00039624275633120545,2,2,277,3,1,0,1
1103,20133,63021,1,0.0023641505254723247,0.0003054933614577022,2,2,277,2,0,0,0
1104,20133,63023,1,0.0023641505254723247,0.0018324697052980604,2,2,277,4,0,0,0
1105,20133,63026,1,0.0023641505254723247,0.001916911762768378,2,2,277,3,0,0,0
1106,20133,63027,1,0.0023641505254723247,0.0004317130562518647,-1,2,277,0,0,0,0
1107,20133,63028,1,0.0023641505254723247,0.000645809217326996,3,2,277,2,1,0,0
1108,20133,63029,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1109,20133,63030,1,0.0023641505254723247,0.0009740179465721056,2,2,277,2,2,0,1
1110,20133,63031,1,0.0023641505254723247,0.0012231489065683242,2,2,277,3,173,0,43
1111,20133,63032,1,0.0023641505254723247,0.0021590960150169483,3,2,277,3,0,0,0
1112,20133,63033,1,0.0023641505254723247,0.001810340841326875,3,2,277,1,0,0,0
1113,20133,63034,1,0.0023641505254723247,0.0008465104727991646,2,2,277,3,3,0,2
1114,20133,63035,1,0.0023641505254723247,0.0014118286191441272,2,2,277,7,0,0,0
1115,20133,63036,1,0.0023641505254723247,0.0013679645333459247,2,2,277,3,0,0,0
1116,20133,63039,1,0.0023641505254723247,0.000817773026674619,2,2,277,4,0,0,0
1117,20133,63041,1,0.0023641505254723247,0.0014735445807966792,2,2,277,3,0,0,0
1118,20133,63042,1,0.0023641505254723247,0.0005012139046584026,3,2,277,2,0,0,0
1119,20133,63043,1,0.0023641505254723247,0.00035473275848499667,-1,2,277,0,1,0,0
1120,20133,63045,1,0.0023641505254723247,0.0004650643778434325,4,2,277,2,0,0,0
1121,20133,63047,1,0.0023641505254723247,0.0034973002149109524,2,2,277,4,0,0,0
1122,20133,63048,1,0.0023641505254723247,0.002365201551323039,2,2,277,3,0,0,0
1123,20133,63049,1,0.0023641505254723247,0.0003167439197607868,2,2,277,5,1,0,0
1124,20133,63050,1,0.0023641505254723247,0.0009767897498784127,3,2,277,2,0,0,0
1125,20133,63051,1,0.0023641505254723247,0.0006480971368884932,2,2,277,3,0,0,0
1126,20133,63052,1,0.0023641505254723247,0.0008139250741084707,2,2,277,3,0,0,0
1127,20133,63053,1,0.0023641505254723247,0.0003109507054017372,2,2,277,3,0,0,0
1128,20133,63054,1,0.0023641505254723247,0.0007977977938736019,2,2,277,7,263,0,67
1129,20133,63056,1,0.0023641505254723247,0.000482199806898402,2,2,277,3,0,0,0
1130,20133,63059,1,0.0023641505254723247,0.0007262647499467997,2,2,277,3,0,0,0
1131,20133,63060,1,0.0023641505254723247,0.0004760402988852402,2,2,277,2,0,0,0
1132,20133,63061,1,0.0023641505254723247,0.0004468038996109966,3,2,277,2,0,0,0
1133,20133,63063,1,0.0023641505254723247,0.0005048033479067154,2,2,277,4,2,0,0
1134,20133,63064,1,0.0023641505254723247,0.001002054030458642,2,2,277,5,0,0,0
1135,20133,63065,1,0.0023641505254723247,0.0018960416053904736,3,2,277,2,0,0,0
1136,20133,63067,1,0.0023641505254723247,0.0015386545572516127,2,2,277,6,0,0,0
1137,20133,63068,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1138,20133,63070,1,0.0023641505254723247,0.0005298561383271139,2,2,277,5,0,0,0
1139,20133,63072,1,0.0023641505254723247,0.0006280108910852104,2,2,277,4,0,0,0
1140,20133,63073,1,0.0023641505254723247,0.0005166157439799391,2,2,277,4,120,0,44
1141,20133,63074,1,0.0023641505254723247,0.0018893426313873107,2,2,277,2,0,0,0
1142,20133,63075,1,0.0023641505254723247,0.00043490706523364976,2,2,277,4,1,0,0
1143,20133,63076,1,0.0023641505254723247,0.0012752396892506915,4,2,277,1,0,0,0
1144,20133,63077,1,0.0023641505254723247,0.00030667193529981633,2,2,277,2,3,0,1
1145,20133,63078,1,0.0023641505254723247,0.00031443659950231907,2,2,277,4,0,0,0
1146,20133,63079,1,0.0023641505254723247,0.0010552488530880194,2,2,277,3,0,0,0
1147,20133,63080,1,0.0023641505254723247,0.00031404319057252604,2,2,277,3,0,0,0
1148,20133,63081,1,0.0023641505254723247,0.0021075872754722355,2,2,277,2,2,0,1
1149,20133,63082,1,0.0023641505254723247,0.00047788952827944276,2,2,277,3,3,0,0
1150,20133,63083,1,0.0023641505254723247,0.0014175636224031008,2,2,277,3,1,0,0
1151,20133,63084,1,0.0023641505254723247,0.001635397739309721,2,2,277,1,0,0,0
1152,20133,63085,1,0.0023641505254723247,0.0011113900571141724,2,2,277,4,0,0,0
1153,20133,63087,1,0.0023641505254723247,0.00030517060166773534,3,2,277,2,0,0,0
1154,20133,63088,1,0.0023641505254723247,0.0003054933614577022,2,2,277,2,0,0,0
1155,20133,63089,1,0.0023641505254723247,0.0003512857501042566,2,2,277,4,0,0,0
1156,20133,63090,1,0.0023641505254723247,0.00034284451042371504,2,2,277,4,0,0,0
1157,20133,63091,1,0.0023641505254723247,0.0003212160385043266,2,2,277,3,0,0,0
1158,20133,63092,1,0.0023641505254723247,0.0004957077546878738,3,2,277,1,0,0,0
1159,20133,63095,1,0.0023641505254723247,0.004975594409070798,2,2,277,5,0,0,0
1160,20133,63096,1,0.0023641505254723247,0.000490644880805512,2,2,277,2,0,0,0
1161,20133,63098,1,0.0023641505254723247,0.0003662218867012838,-1,2,277,0,0,0,0
1162,20133,63099,1,0.0023641505254723247,0.0003031860411992345,-1,2,277,0,0,0,0
1163,20133,63102,1,0.0023641505254723247,0.004063300597666524,2,2,277,3,3,0,0
1164,20133,63103,1,0.0023641505254723247,0.0006724863778304834,2,2,277,2,0,0,0
1165,20133,63106,1,0.0023641505254723247,0.00035993758100074595,2,2,277,3,0,0,0
1166,20133,63108,1,0.0023641505254723247,0.0004241763753321326,2,2,277,4,1,0,0
1167,20133,63110,1,0.0023641505254723247,0.00034443566196242284,2,2,277,4,1,0,1
