precision,recall,f1-score,support
0.9848484848484849,0.9701492537313433,0.9774436090225564,402.0
0.9682539682539683,0.9838709677419355,0.976,372.0
0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116
0.9765512265512266,0.9770101107366393,0.9767218045112782,774.0
0.9768728257100351,0.9767441860465116,0.97674978143032,774.0
