precision,recall,f1-score,support
1.0,0.95,0.9743589743589743,320.0
0.9498432601880877,1.0,0.9742765273311896,303.0
0.9743178170144462,0.9743178170144462,0.9743178170144462,0.9743178170144462
0.9749216300940439,0.975,0.974317750845082,623.0
0.9756059515842546,0.9743178170144462,0.9743188757242732,623.0
